chr,type,start,end,strand,gbkey,locus_tag,product,old_ID,Name_Conversion,Notes
CP141122.1,mRNA,139765,140850,-,mRNA,cpbgf_500466,Peptidase S9%2Cprolyl oligopeptidase,cgd5_460,no_direct_name,
CP141122.1,mRNA,140861,141394,-,mRNA,cpbgf_500470,Uncharacterized protein,cgd5_470,direct_name,
CP141122.1,mRNA,141904,143029,+,mRNA,cpbgf_500480,26S proteasome complex ubiquitin receptor subunit Rpn13,cgd5_480,direct_name,
CP141122.1,mRNA,142242,143926,-,mRNA,cpbgf_500490,Glycerophosphodiester phosphodiesterase domain containing protein,cgd5_490,direct_name,
CP141122.1,mRNA,143998,145560,+,mRNA,cpbgf_500500,tRNA (Guanine-1)-methyltransferase,cgd5_500,direct_name,
CP141122.1,mRNA,144923,150085,-,mRNA,cpbgf_500510,Symplekin/Pta1,cgd5_510,direct_name,
CP141122.1,mRNA,150790,152224,+,mRNA,cpbgf_500520,tRNA(Ile)-lysidine/2-thiocytidine synthase,cgd5_520,direct_name,
CP141122.1,tRNA,152314,152416,+,tRNA,cpbgf_500525,tRNA-Thr,None,None,
CP141122.1,mRNA,152749,153990,-,mRNA,cpbgf_500530,ATPase V1 complex subunit D,cgd5_530,direct_name,
CP141122.1,mRNA,154279,156268,+,mRNA,cpbgf_500540,Uncharacterized protein,cgd5_540,direct_name,
CP141122.1,mRNA,156577,159584,+,mRNA,cpbgf_500550,Integrator complex subunit 9-like protein,cgd5_550,direct_name,
CP141122.1,mRNA,159823,162469,-,mRNA,cpbgf_500560,MYND-type Zinc finger protein,cgd5_560,direct_name,
CP141122.1,mRNA,162647,167290,+,mRNA,cpbgf_500570,Uncharacterized protein,cgd5_570,direct_name,
CP141122.1,mRNA,166307,167151,-,mRNA,cpbgf_500580,Uncharacterized protein,cgd5_580,direct_name,
CP141122.1,mRNA,167220,169405,+,mRNA,cpbgf_500600,Actin,cgd5_600,direct_name,
CP141122.1,mRNA,168160,172752,-,mRNA,cpbgf_500610,Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase,cgd5_610,direct_name,
CP141122.1,snRNA,169464,169647,-,ncRNA,cpbgf_500615,snRNA,None,None,
CP141122.1,mRNA,172806,173809,+,mRNA,cpbgf_500620,Alanine racemase N-terminal,cgd5_620,direct_name,
CP141122.1,mRNA,173704,175171,-,mRNA,cpbgf_500630,Bromodomain/Ankyrin repeat containing domain,cgd5_630,direct_name,
CP141122.1,mRNA,175301,176901,+,mRNA,cpbgf_500640,Inner membrane complex protein,cgd5_640,direct_name,
CP141122.1,mRNA,177074,179428,+,mRNA,cpbgf_500650,START-like domain containing protein,cgd5_650,direct_name,
CP141122.1,mRNA,179775,180526,+,mRNA,cpbgf_500660,Thioredoxin domain containing protein,cgd5_660,direct_name,
CP141122.1,mRNA,180396,182055,-,mRNA,cpbgf_500670,RuvB-like helicase,cgd5_670,direct_name,
CP141122.1,lnc_RNA,182142,184113,+,ncRNA,cpbgf_500675,lncRNA,None,None,
CP141122.1,mRNA,182347,183758,-,mRNA,cpbgf_500680,WD40-repeat-containing protein,cgd5_680,direct_name,
CP141122.1,mRNA,183940,186719,-,mRNA,cpbgf_500690,Glycosyl transferase family 2,cgd5_690,direct_name,
CP141122.1,mRNA,186896,189649,-,mRNA,cpbgf_500700,RNA recognition motif domain containing protein,cgd5_700,direct_name,
CP141122.1,lnc_RNA,189758,191822,+,ncRNA,cpbgf_500705,lncRNA,None,None,
CP141122.1,mRNA,190307,191619,-,mRNA,cpbgf_500710,Yif1 family protein,cgd5_710,direct_name,
CP141122.1,mRNA,192150,194105,+,mRNA,cpbgf_500720,Choline/ethanolamine kinase,cgd5_720,direct_name,
CP141122.1,lnc_RNA,192154,194291,-,ncRNA,cpbgf_500725,lncRNA,None,None,
CP141122.1,mRNA,194400,201841,+,mRNA,cpbgf_500730,DNA-directed RNA polymerase subunit,cgd5_730,direct_name,
CP141122.1,mRNA,201730,203486,-,mRNA,cpbgf_500740,WD40-repeat-containing protein,cgd5_740,direct_name,
CP141122.1,mRNA,203095,205722,+,mRNA,cpbgf_500743,Uncharacterized protein,cgd5_743,direct_name,
CP141122.1,mRNA,205760,207822,+,mRNA,cpbgf_500750,Malic oxidoreductase,cgd5_750,direct_name,
CP141122.1,mRNA,207788,211138,-,mRNA,cpbgf_500770,Uncharacterized protein,cgd5_770,direct_name,
CP141122.1,lnc_RNA,211552,213101,+,ncRNA,cpbgf_500775,lncRNA,None,None,
CP141122.1,mRNA,211635,215357,-,mRNA,cpbgf_500780,C2 domain containing protein,cgd5_780,direct_name,
CP141122.1,mRNA,215385,216468,-,mRNA,cpbgf_500783,Uncharacterized protein,cgd5_783,direct_name,
CP141122.1,mRNA,216935,218581,+,mRNA,cpbgf_500790,Glycosyltransferase family 92,cgd5_790,direct_name,
CP141122.1,mRNA,218540,220454,-,mRNA,cpbgf_500800,Uncharacterized protein,cgd5_800,direct_name,
CP141122.1,lnc_RNA,220510,222342,+,ncRNA,cpbgf_500805,lncRNA,None,None,
CP141122.1,mRNA,220517,227533,-,mRNA,cpbgf_500810,Leucine-rich repeat containing protein,cgd5_810,direct_name,
CP141122.1,mRNA,227748,229751,+,mRNA,cpbgf_500820,Serine/threonine-protein kinase with EF hand,cgd5_820,direct_name,
CP141122.1,lnc_RNA,228268,229918,-,ncRNA,cpbgf_500825,lncRNA,None,None,
CP141122.1,mRNA,230369,233139,-,mRNA,cpbgf_500830,Signal Peptide Uncharacterized transmembrane Protein,cgd5_830,direct_name,
CP141122.1,mRNA,233727,235171,+,mRNA,cpbgf_500840,PP2C like phosphatase,cgd5_840,direct_name,
CP141122.1,lnc_RNA,234316,235160,-,ncRNA,cpbgf_500845,lncRNA,None,None,
CP141122.1,mRNA,235246,235791,+,mRNA,cpbgf_500850,V-type proton ATPase subunit F,cgd5_850,direct_name,
CP141122.1,mRNA,235808,236404,-,mRNA,cpbgf_500860,Uncharacterized protein,cgd5_860,direct_name,
CP141122.1,lnc_RNA,236755,238257,+,ncRNA,cpbgf_500865,lncRNA,None,None,
CP141122.1,mRNA,237022,237902,-,mRNA,cpbgf_500870,SNARE,cgd5_870,direct_name,
CP141122.1,mRNA,237943,239350,-,mRNA,cpbgf_500880,TsaA-like domain containing protein,cgd5_880,direct_name,
CP141122.1,mRNA,239388,239837,-,mRNA,cpbgf_500886,hypothetical protein,cgd5_1720,no_direct_name,
CP141122.1,mRNA,239957,242815,+,mRNA,cpbgf_500890,Conserved oligomeric Golgi complex subunit 5,cgd5_890,direct_name,
CP141122.1,lnc_RNA,241028,242752,-,ncRNA,cpbgf_500895,lncRNA,None,None,
CP141122.1,mRNA,242847,244834,+,mRNA,cpbgf_500900,Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35,cgd5_900,direct_name,
CP141122.1,mRNA,244817,245902,-,mRNA,cpbgf_500910,Uncharacterized protein,cgd5_910,direct_name,
CP141122.1,mRNA,246083,248899,-,mRNA,cpbgf_500920,Pre-mRNA-processing factor 6/Prp1/STA1,cgd5_920,direct_name,
CP141122.1,mRNA,248586,249780,-,mRNA,cpbgf_500923,Uncharacterized protein,cgd5_923,direct_name,
CP141122.1,mRNA,248983,251327,+,mRNA,cpbgf_500930,Prefoldin subunit 3,cgd5_930,direct_name,
CP141122.1,mRNA,250486,251182,-,mRNA,cpbgf_500940,Histone H2A,cgd5_940,direct_name,
CP141122.1,mRNA,251293,253598,+,mRNA,cpbgf_500950,Csn12p/Rpn3p family protein component of the COP9 signalsome,cgd5_950,direct_name,
CP141122.1,mRNA,252445,253707,-,mRNA,cpbgf_500960,Oxr1p like TLDc domain containing protein,cgd5_960,direct_name,
CP141122.1,lnc_RNA,253607,254941,+,ncRNA,cpbgf_500965,lncRNA,None,None,
CP141122.1,mRNA,253840,254732,-,mRNA,cpbgf_500970,60S ribosomal protein L13A,cgd5_970,direct_name,
CP141122.1,mRNA,254826,255626,-,mRNA,cpbgf_500990,Uncharacterized protein,cgd5_990,direct_name,
CP141122.1,mRNA,254850,261678,+,mRNA,cpbgf_5001000,B-block binding subunit of TFIIIC,cgd5_1000,direct_name,
CP141122.1,mRNA,261655,264123,-,mRNA,cpbgf_5001005,Uncharacterized protein,cgd5_1000,no_direct_name,
CP141122.1,mRNA,265012,269061,-,mRNA,cpbgf_5001020,Magnesium transporter NIPA,cgd5_1020,direct_name,
CP141122.1,mRNA,265107,267422,+,mRNA,cpbgf_5001010,Uncharacterized protein,cgd5_1010,direct_name,
CP141122.1,mRNA,269085,270593,-,mRNA,cpbgf_5001030,Uncharacterized protein,cgd5_1030,direct_name,
CP141122.1,mRNA,270632,273310,-,mRNA,cpbgf_5001060,hypothetical protein,cgd5_1060,direct_name,
CP141122.1,mRNA,270675,271322,-,mRNA,cpbgf_5001040,Arf GTPase activating protein,cgd5_1040,direct_name,
CP141122.1,lnc_RNA,270964,272180,+,ncRNA,cpbgf_5001075,lncRNA,None,None,
CP141122.1,mRNA,273360,274417,+,mRNA,cpbgf_5001080,Zinc finger C3H1-type domain containing protein,cgd5_1080,direct_name,
CP141122.1,lnc_RNA,274272,275895,-,ncRNA,cpbgf_5001083,lncRNA,None,None,
CP141122.1,mRNA,274369,275861,+,mRNA,cpbgf_5001084,Phospholipid/glycerol acyltransferase,cgd5_1080,no_direct_name,
CP141122.1,snRNA,275939,276190,+,ncRNA,cpbgf_5001085,snRNA,None,None,
CP141122.1,lnc_RNA,275979,277009,+,ncRNA,cpbgf_5001087,lncRNA,None,None,
CP141122.1,mRNA,276164,277279,-,mRNA,cpbgf_5001090,Uncharacterized protein,cgd5_1090,direct_name,
CP141122.1,mRNA,277468,278958,+,mRNA,cpbgf_5001100,Uncharacterized protein,cgd5_1100,direct_name,
CP141122.1,mRNA,278848,280032,-,mRNA,cpbgf_5001110,C2H2 finger domain containing protein,cgd5_1110,direct_name,
CP141122.1,mRNA,279932,282519,+,mRNA,cpbgf_5001120,DNMAP1/SANT/Myb-like domain containing protein,cgd5_1120,direct_name,
CP141122.1,mRNA,281693,283212,-,mRNA,cpbgf_5001130,Pre-mRNA processing factor 4 (PRP4)-like,cgd5_1130,direct_name,
CP141122.1,mRNA,283377,284816,+,mRNA,cpbgf_5001140,Cinnamyl-alcohol dehydrogenase-like nucleoside diphosphate sugar epimerase,cgd5_1140,direct_name,
CP141122.1,mRNA,284752,285999,-,mRNA,cpbgf_5001150,Transcription factor IIS domain containing protein,cgd5_1150,direct_name,
CP141122.1,mRNA,285991,287552,+,mRNA,cpbgf_5001160,SKP1/BTB/POZ domain containing protein,cgd5_1160,direct_name,
CP141122.1,mRNA,287643,289892,-,mRNA,cpbgf_5001170,Metallo-beta-lactamase with Zn-dependent metallo-hydrolase RNA specificity domain,cgd5_1170,direct_name,
CP141122.1,mRNA,289973,292532,+,mRNA,cpbgf_5001180,DNA topoisomerase,cgd5_1180,direct_name,
CP141122.1,lnc_RNA,291748,292485,-,ncRNA,cpbgf_5001185,lncRNA,None,None,
CP141122.1,mRNA,292536,293749,+,mRNA,cpbgf_5001190,RNA recognition motif domain containing protein,cgd5_1190,direct_name,
CP141122.1,mRNA,293771,295859,+,mRNA,cpbgf_5001200,Zinc finger%2CRING/FYVE/PHD-type domain containing protein,cgd5_1200,direct_name,
CP141122.1,mRNA,295834,297198,-,mRNA,cpbgf_5001210,Uncharacterized protein,cgd5_1210,direct_name,
CP141122.1,mRNA,297211,299709,-,mRNA,cpbgf_5001220,Uncharacterized protein,cgd5_1220,direct_name,
CP141122.1,mRNA,299754,301203,+,mRNA,cpbgf_5001230,Uncharacterized protein,cgd5_1230,direct_name,
CP141122.1,mRNA,300455,302799,-,mRNA,cpbgf_5001240,40S ribosome biogenesis protein Tsr1 and BMS1,cgd5_1240,direct_name,
CP141122.1,mRNA,302648,305570,-,mRNA,cpbgf_5001250,Dymeclin,cgd5_1250,direct_name,
CP141122.1,mRNA,305721,306617,-,mRNA,cpbgf_5001260,Palmitoyltransferase DHHC domain containing protein,cgd5_1260,direct_name,
CP141122.1,mRNA,306829,308114,+,mRNA,cpbgf_5001270,Translocation protein Sec62,cgd5_1270,direct_name,
CP141122.1,mRNA,307832,310782,-,mRNA,cpbgf_5001280,Tetratricopeptide repeat containing protein,cgd5_1280,direct_name,
CP141122.1,mRNA,310347,313888,-,mRNA,cpbgf_5001290,Uncharacterized protein,cgd5_1290,direct_name,
CP141122.1,lnc_RNA,310798,313705,+,ncRNA,cpbgf_5001295,lncRNA,None,None,
CP141122.1,mRNA,313852,314788,-,mRNA,cpbgf_5001310,CS domain containing protein,cgd5_1310,direct_name,
CP141122.1,lnc_RNA,314739,316303,-,ncRNA,cpbgf_5001315,lncRNA,None,None,
CP141122.1,mRNA,314826,316344,+,mRNA,cpbgf_5001320,Actin-like protein,cgd5_1320,direct_name,
CP141122.1,mRNA,316392,317249,+,mRNA,cpbgf_5001330,RRM domain containing protein,cgd5_1330,direct_name,
CP141122.1,mRNA,317277,318544,+,mRNA,cpbgf_5001350,3-oxo-5-alpha-steroid 4-dehydrogenase C-terminal domain containing protein,cgd5_1350,direct_name,
CP141122.1,mRNA,318564,324629,-,mRNA,cpbgf_5001360,Superfamily I helicase,cgd5_1360,direct_name,
CP141122.1,mRNA,324678,325588,+,mRNA,cpbgf_5001363,Synaptobrevin,cgd5_1363,direct_name,
CP141122.1,mRNA,325579,326843,+,mRNA,cpbgf_5001370,Uncharacterized protein,cgd5_1370,direct_name,
CP141122.1,mRNA,326728,328112,-,mRNA,cpbgf_5001380,Zinc finger C3H1-type domain containing protein,cgd5_1380,direct_name,
CP141122.1,mRNA,328203,329242,+,mRNA,cpbgf_5001390,PRELI/MSF1 domain containing protein,cgd5_1390,direct_name,
CP141122.1,mRNA,329121,330221,-,mRNA,cpbgf_5001400,Uncharacterized protein,cgd5_1400,direct_name,
CP141122.1,mRNA,330217,332246,+,mRNA,cpbgf_5001410,Transcription factor 25,cgd5_1410,direct_name,
CP141122.1,mRNA,332779,335552,-,mRNA,cpbgf_5001423,putative Secreted Protein (HCD gene family),cgd5_1423,direct_name,
CP141122.1,mRNA,335925,340797,+,mRNA,cpbgf_5001440,putative Secreted Protein (CpLSP gene family),cgd5_1440,direct_name,
CP141122.1,mRNA,340325,342192,-,mRNA,cpbgf_5001450,Uncharacterized protein,cgd5_1450,direct_name,
CP141122.1,mRNA,342296,345397,+,mRNA,cpbgf_5001460,Uncharacterized protein,cgd5_1460,direct_name,
CP141122.1,mRNA,344498,345198,-,mRNA,cpbgf_5001470,Nucleoside diphosphate kinase,cgd5_1470,direct_name,
CP141122.1,mRNA,345350,349538,+,mRNA,cpbgf_5001480,putative Secreted Protein,cgd5_1480,direct_name,
CP141122.1,mRNA,349162,357356,+,mRNA,cpbgf_5001490,putative Secreted Protein,cgd5_1490,direct_name,
CP141122.1,mRNA,357365,358573,+,mRNA,cpbgf_5001500,Uncharacterized protein,cgd5_1500,direct_name,
CP141122.1,mRNA,358419,360824,-,mRNA,cpbgf_5001510,Uncharacterized protein,cgd5_1510,direct_name,
CP141122.1,mRNA,361074,361839,-,mRNA,cpbgf_5001520,Uncharacterized protein,cgd5_1520,direct_name,
CP141122.1,mRNA,362427,363243,-,mRNA,cpbgf_5001530,Uncharacterized protein,cgd5_1530,direct_name,
CP141122.1,mRNA,363203,364778,-,mRNA,cpbgf_5001540,Uncharacterized protein,cgd5_1540,direct_name,
CP141122.1,mRNA,364821,365275,+,mRNA,cpbgf_5001550,Uncharacterized protein,cgd5_1550,direct_name,
CP141122.1,mRNA,365289,366128,-,mRNA,cpbgf_5001560,Uncharacterized protein,cgd5_1560,direct_name,
CP141122.1,mRNA,366090,366922,+,mRNA,cpbgf_5001570,YIP1 protein like transporter GTpase interacting factor,cgd5_1570,direct_name,
CP141122.1,mRNA,367005,368577,+,mRNA,cpbgf_5001580,Ribosomal protein L3,cgd5_1580,direct_name,
CP141122.1,snoRNA,367357,367519,+,ncRNA,cpbgf_5001585,snoRNA,None,None,
CP141122.1,mRNA,368618,369751,-,mRNA,cpbgf_5001590,Uncharacterized protein,cgd5_1590,direct_name,
CP141122.1,mRNA,369838,370959,-,mRNA,cpbgf_5001600,Initiation factor 2B-related,cgd5_1600,direct_name,
CP141122.1,mRNA,369860,371997,+,mRNA,cpbgf_5001610,Uncharacterized protein,cgd5_1610,direct_name,
CP141122.1,mRNA,371951,374812,+,mRNA,cpbgf_5001620,CW-type Zinc finger protein,cgd5_1620,direct_name,
CP141122.1,lnc_RNA,374070,374833,-,ncRNA,cpbgf_5001625,lncRNA,None,None,
CP141122.1,mRNA,374876,376846,+,mRNA,cpbgf_5001630,Amino acid transporter,cgd5_1630,direct_name,
CP141122.1,mRNA,376298,377840,-,mRNA,cpbgf_5001640,hypothetical protein,cgd5_1640,direct_name,
CP141122.1,mRNA,378274,379058,+,mRNA,cpbgf_5001660,DJ-1/PfpI,cgd5_1660,direct_name,
CP141122.1,mRNA,379016,381280,+,mRNA,cpbgf_5001663,Uncharacterized protein,cgd5_1663,direct_name,
CP141122.1,lnc_RNA,379755,381259,-,ncRNA,cpbgf_5001665,lncRNA,None,None,
CP141122.1,mRNA,381367,381939,+,mRNA,cpbgf_5001670,Uncharacterized protein,cgd5_1670,direct_name,
CP141122.1,mRNA,382146,386225,+,mRNA,cpbgf_5001680,TOG domain containing protein,cgd5_1680,direct_name,
CP141122.1,mRNA,386124,387920,-,mRNA,cpbgf_5001690,Cactin-like protein,cgd5_1690,direct_name,
CP141122.1,mRNA,387925,389019,+,mRNA,cpbgf_5001700,TsaA-like domain containing protein,cgd5_1700,direct_name,
CP141122.1,mRNA,389691,391857,+,mRNA,cpbgf_5001710,CTP synthase,cgd5_1710,direct_name,
CP141122.1,mRNA,391876,392772,+,mRNA,cpbgf_5001720,Uncharacterized protein,cgd5_1720,direct_name,
CP141122.1,mRNA,392513,393690,-,mRNA,cpbgf_5001730,16S rRNA methyltransferase RsmB/F,cgd5_1730,direct_name,
CP141122.1,mRNA,393697,395125,-,mRNA,cpbgf_5001740,Pre-mRNA-splicing factor 3,cgd5_1740,direct_name,
CP141122.1,mRNA,395179,396831,+,mRNA,cpbgf_5001750,HORMA domain containing protein,cgd5_1750,direct_name,
CP141122.1,mRNA,396561,397172,-,mRNA,cpbgf_5001760,H/ACA ribonucleoprotein complex subunit,cgd5_1760,direct_name,
CP141122.1,mRNA,397242,398250,-,mRNA,cpbgf_5001770,RAB/RAS GTpase,cgd5_1770,direct_name,
CP141122.1,lnc_RNA,397488,398361,+,ncRNA,cpbgf_5001775,lncRNA,None,None,
CP141122.1,mRNA,398721,403123,+,mRNA,cpbgf_5001780,Fibronectin-binding protein A N-terminus domain containing protein,cgd5_1780,direct_name,
CP141122.1,mRNA,403217,404394,+,mRNA,cpbgf_5001790,Pre-mRNA-splicing factor Isy1,cgd5_1790,direct_name,
CP141122.1,lnc_RNA,404326,405857,-,ncRNA,cpbgf_5001795,lncRNA,None,None,
CP141122.1,mRNA,404445,407006,+,mRNA,cpbgf_5001800,Uncharacterized protein,cgd5_1800,direct_name,
CP141122.1,mRNA,406966,408085,+,mRNA,cpbgf_5001810,t-SNARE coiled-coil homology domain containing protein,cgd5_1810,direct_name,
CP141122.1,mRNA,407781,408962,-,mRNA,cpbgf_5001820,Proteasome alpha-subunit,cgd5_1820,direct_name,
CP141122.1,mRNA,409021,409532,+,mRNA,cpbgf_5001823,DNA/RNA-binding protein Alba-like protein,cgd5_1823,direct_name,
CP141122.1,mRNA,409599,410780,+,mRNA,cpbgf_5001830,Zinc finger C3H1-type domain containing protein,cgd5_1830,direct_name,
CP141122.1,mRNA,410346,412750,-,mRNA,cpbgf_5001840,Vir superfamily protein,cgd5_1840,direct_name,
CP141122.1,lnc_RNA,412819,415014,+,ncRNA,cpbgf_5001845,lncRNA,None,None,
CP141122.1,mRNA,412872,415037,-,mRNA,cpbgf_5001850,GPI1/PIG-Q like N-acetylglucosaminyl-phosphatidylinositol transferase involved in GIP anchor biosynthesis,cgd5_1850,direct_name,
CP141122.1,mRNA,415113,417520,+,mRNA,cpbgf_5001870,Las1-like,cgd5_1870,direct_name,
CP141122.1,mRNA,417235,418518,-,mRNA,cpbgf_5001880,LETM1/MRS7 family protein,cgd5_1880,direct_name,
CP141122.1,mRNA,418395,420185,-,mRNA,cpbgf_5001890,T-complex protein 1 subunit delta,cgd5_1890,direct_name,
CP141122.1,mRNA,420297,421520,+,mRNA,cpbgf_5001900,Uncharacterized protein,cgd5_1900,direct_name,
CP141122.1,mRNA,421364,422745,-,mRNA,cpbgf_5001910,Ras like GTPase,cgd5_1910,direct_name,
CP141122.1,mRNA,422816,424460,+,mRNA,cpbgf_5001920,EF-hand domain containing protein,cgd5_1920,direct_name,
CP141122.1,lnc_RNA,423748,424700,-,ncRNA,cpbgf_5001925,lncRNA,None,None,
CP141122.1,mRNA,424365,426944,-,mRNA,cpbgf_5001930,Pleckstrin homology (PH) domain containing protein,cgd5_1930,direct_name,
CP141122.1,mRNA,426750,434487,-,mRNA,cpbgf_5001940,Uncharacterized protein,cgd5_1940,direct_name,
CP141122.1,mRNA,435044,435922,+,mRNA,cpbgf_5001950,CAAX amino terminal protease,cgd5_1950,direct_name,
CP141122.1,mRNA,435933,437425,-,mRNA,cpbgf_5001960,Enolase,cgd5_1960,direct_name,
CP141122.1,lnc_RNA,437439,439552,+,ncRNA,cpbgf_5001965,lncRNA,None,None,
CP141122.1,mRNA,437590,438093,-,mRNA,cpbgf_5001970,PH domain containing protein,cgd5_1970,direct_name,
CP141122.1,mRNA,438254,441833,-,mRNA,cpbgf_5001990,Uncharacterized protein,cgd5_1990,direct_name,
CP141122.1,mRNA,440381,444698,-,mRNA,cpbgf_5001993,Peptidase family M60 domain containing protein,cgd5_1993,direct_name,
CP141122.1,mRNA,444270,446854,-,mRNA,cpbgf_5002000,RIO kinase,cgd5_2000,direct_name,
CP141122.1,snRNA,444341,444680,-,ncRNA,cpbgf_5002005,snRNA,None,None,
CP141122.1,mRNA,446895,449100,+,mRNA,cpbgf_5002010,AAA+ ATPase domain containing protein,cgd5_2010,direct_name,
CP141122.1,mRNA,449277,450846,+,mRNA,cpbgf_5002020,Cysteine-rich secretory protein,cgd5_2020,direct_name,
CP141122.1,mRNA,450965,451570,+,mRNA,cpbgf_5002030,Galactose-binding domain-like containing protein,cgd5_2030,direct_name,
CP141122.1,mRNA,451515,452555,-,mRNA,cpbgf_5002040,Glycosyl transferase family 2,cgd5_2040,direct_name,
CP141122.1,mRNA,452886,455378,+,mRNA,cpbgf_5002050,SMAD/FHA/Forkhead-associated (FHA) domain containing protein,cgd5_2050,direct_name,
CP141122.1,mRNA,455453,457483,-,mRNA,cpbgf_5002060,Uncharacterized protein,cgd5_2060,direct_name,
CP141122.1,lnc_RNA,456385,457445,+,ncRNA,cpbgf_5002063,lncRNA,None,None,
CP141122.1,lnc_RNA,457717,460551,+,ncRNA,cpbgf_5002065,lncRNA,None,None,
CP141122.1,mRNA,458011,464762,-,mRNA,cpbgf_5002070,SPAC694.02 SKI family SFII helicase,cgd5_2070,direct_name,
CP141122.1,mRNA,465142,470893,+,mRNA,cpbgf_5002080,SCC2/Zinc finger%2CRING/FYVE/PHD-type domain containing protein,cgd5_2080,direct_name,
CP141122.1,mRNA,471392,473437,+,mRNA,cpbgf_5002090,Fes/CIP4,cgd5_2090,direct_name,
CP141122.1,mRNA,472747,475180,-,mRNA,cpbgf_5002100,C-5 cytosine-specific DNA methylase,cgd5_2100,direct_name,
CP141122.1,mRNA,475240,476295,+,mRNA,cpbgf_5002110,Transcription elongation factor 1,cgd5_2110,direct_name,
CP141122.1,mRNA,476188,477366,-,mRNA,cpbgf_5002120,Ubiquitin-conjugating enzyme/RWD-like protein,cgd5_2120,direct_name,
CP141122.1,mRNA,477419,480770,-,mRNA,cpbgf_5002130,Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II,cgd5_2130,direct_name,
CP141122.1,lnc_RNA,479186,480879,+,ncRNA,cpbgf_5002135,lncRNA,None,None,
CP141122.1,mRNA,481265,483691,-,mRNA,cpbgf_5002140,CCHC-type Zinc finger protein,cgd5_2140,direct_name,
CP141122.1,mRNA,483783,485209,+,mRNA,cpbgf_5002150,ZIP Zinc transporter,cgd5_2150,direct_name,
CP141122.1,mRNA,485471,486307,+,mRNA,cpbgf_5002160,EF-hand domain containing protein,cgd5_2160,direct_name,
CP141122.1,snRNA,486161,486272,-,ncRNA,cpbgf_5002165,snRNA,None,None,
CP141122.1,mRNA,487031,487653,+,mRNA,cpbgf_5002170,hypothetical protein,cgd5_2170,direct_name,
CP141122.1,mRNA,487591,488139,-,mRNA,cpbgf_5002176,Uncharacterized protein,cgd5_2170,no_direct_name,
CP141122.1,mRNA,488434,493682,-,mRNA,cpbgf_5002180,Uncharacterized protein,cgd5_2180,direct_name,
CP141122.1,mRNA,494160,495699,+,mRNA,cpbgf_5002190,DNA/RNA non-specific endonuclease,cgd5_2190,direct_name,
CP141122.1,lnc_RNA,495606,495931,-,ncRNA,cpbgf_5002195,lncRNA,None,None,
CP141122.1,mRNA,496133,498573,+,mRNA,cpbgf_5002200,RRM domain containing protein,cgd5_2200,direct_name,
CP141122.1,lnc_RNA,496604,498015,-,ncRNA,cpbgf_5002205,lncRNA,None,None,
CP141122.1,mRNA,499112,499927,+,mRNA,cpbgf_5002210,40S ribosomal protein S13,cgd5_2210,direct_name,
CP141122.1,mRNA,500006,500872,-,mRNA,cpbgf_5002220,Small nuclear ribonucleoprotein D1/ SM domain containing protein,cgd5_2220,direct_name,
CP141122.1,mRNA,500980,502518,+,mRNA,cpbgf_5002230,Transmembrane Thioredoxin domain containting protein,cgd5_2230,direct_name,
CP141122.1,mRNA,502259,504444,-,mRNA,cpbgf_5002240,Glycosyl transferase family 4,cgd5_2240,direct_name,
CP141122.1,mRNA,504230,509074,-,mRNA,cpbgf_5002250,Uncharacterized protein,cgd5_2250,direct_name,
CP141122.1,mRNA,509738,511125,-,mRNA,cpbgf_5002260,Uncharacterized protein,cgd5_2260,direct_name,
